mainlocation,neighborhood,frontage,purpose,streetwidth,size,Pricepm,land_price
الرياض,حي الروابي,جنوب,سكني,15.0,485,3000,1455000
بريدة,حي الرحاب,شرق,سكني,15.0,350,985,344750
الرياض,حي بنبان,شرق,سكني,20.0,960,950,912000
الرياض,حي المصانع,جنوب,سكني أو تجاري,40.0,2416,2500,6040000
الرياض,حي الوادي,شمال شرقي,سكني,15.0,608,3000,1824000
الرياض,حي حطين,شمال,سكني,15.0,603,3800,2291400
جدة,حي الامواج,شرق,سكني,16.0,625,1840,1150000
جدة,حي اللؤلؤ,شمال,سكني,25.0,300,2333,699900
الدرعية,حي الخالدية,شرق,سكني,15.0,420,2450,1029000
الرياض,حي حطين,غرب,سكني,15.0,960,3900,3744000
الرياض,حي النهضة,شرق,سكني,20.0,840,2000,1680000
الرياض,حي بنبان,جنوب,سكني أو تجاري,20.0,1125,650,731250
ثادق,حي الديرة القديمة,3 شوارع,سكني,20.0,675,133,89775
جدة,حي الشراع,جنوب شرقي,سكني,16.0,600,2333,1399800
مكة المكرمة,حي الشوقية,جنوب شرقي,سكني أو تجاري,15.0,404,4455,1799820
الرياض,حي ظهرة لبن,شمال,تجاري,40.0,1600,1500,2400000
الخبر,حي الحمرا,شمال,سكني,20.0,1505,2800,4214000
ابها,حي درة المنسك,شمال غربي,سكني أو تجاري,30.0,1700,1135,1929500
جدة,حي الشراع,غرب,سكني,16.0,418,2392,999856
الخبر,حي الحمرا,شمال شرقي,سكني,20.0,1505,3000,4515000
جدة,حي الرياض,شرق,سكني,32.0,875,971,849625
الهفوف,حي العزيزية,غرب,سكني,15.0,400,750,300000
الرياض,حي المهدية,شمال,سكني,15.0,450,1222,549900
الرياض,حي الحمراء,جنوب,سكني أو تجاري,20.0,1000,2700,2700000
الرياض,حي المهدية,غرب,سكني,20.0,750,2000,1500000
الرياض,حي المحمدية,شمال غربي,سكني,12.0,350,3500,1225000
الرياض,حي الربيع,شرق,سكني,12.0,567,3400,1927800
الرياض,حي النسيم الغربي,3 شوارع,سكني,15.0,4050,1260,5103000
الرياض,حي اليرموك,غرب,سكني,15.0,700,2350,1645000
جدة,حي الياقوت,شرق,سكني,25.0,525,2190,1149750
المزاحمية,حي شخيب,3 شوارع,سكني,20.0,12000,350,4200000
الرياض,حي غرناطة,شرق,سكني,15.0,900,2700,2430000
الدرعية,حي الدرعية الجديدة,غرب,سكني,15.0,375,2800,1050000
الرياض,حي المونسية,3 شوارع,سكني,20.0,9918,2000,19836000
الرياض,حي الروضة,شمال,سكني,15.0,304,3000,912000
الرياض,حي النزهة,شمال,تجاري,30.0,762,4500,3429000
الرياض,حي المحمدية,غرب,سكني,12.0,552,4500,2484000
الرياض,حي ظهرة لبن,شمال غربي,سكني أو تجاري,40.0,1200,1,1200
الهفوف,حي الهدى,شرق,سكني,15.0,400,575,230000
جدة,حي الشراع,4 شوارع,سكني أو تجاري,25.0,12916,1936,25005376
الرياض,حي الشرق,جنوب,سكني,25.0,750,333,249750
جدة,حي الزمرد,شمال,سكني,32.0,900,1388,1249200
الرياض,حي الورود,شرق,سكني,12.0,560,3000,1680000
الرياض,حي الصحافة,شمال,سكني,12.0,262,3500,917000
الخبر,حي العقيق,جنوب,سكني,24.0,435,942,409770
الرياض,حي قرطبة,شمال,سكني,15.0,720,2900,2088000
الدرعية,حي الدرعية الجديدة,غرب,سكني,15.0,2000,500,1000000
الرياض,حي القادسية,شمال,سكني,15.0,900,1111,999900
الرياض,حي اليرموك,جنوب,سكني,20.0,625,2600,1625000
الرياض,حي الياسمين,شمال,سكني,20.0,367,3900,1431300
الرياض,حي النرجس,شرق,سكني,15.0,262,3550,930100
الرياض,حي الصحافة,جنوب,سكني,15.0,405,3200,1296000
الرياض,حي الملقا,شمال شرقي,سكني,18.0,812,4000,3248000
الرياض,حي المهدية,جنوب,تجاري,35.0,400,1500,600000
الرياض,حي العقيق,جنوب,تجاري,80.0,1800,8000,14400000
الرياض,حي النسيم الشرقي,جنوب,سكني,30.0,750,1500,1125000
الخبر,حي اللؤلؤ,غرب,سكني,30.0,1000,850,850000
الرس,حي الحوطة,غرب,سكني,15.0,1200,250,300000
الدرعية,حي شمال الدرعية,3 شوارع,سكني,20.0,988,4200,4149600
الرياض,حي عكاظ,شمال غربي,سكني,20.0,332,1300,431600
الرياض,حي النرجس,غرب,سكني,20.0,375,3300,1237500
الخبر,حي التحلية,شرق,سكني,15.0,357,1540,549780
الرياض,حي طويق,3 شوارع,سكني,20.0,7900,1250,9875000
الرياض,حي ظهرة لبن,شرق,تجاري,30.0,400,1400,560000
الرياض,حي المصيف,جنوب شرقي,تجاري,60.0,1925,6500,12512500
جدة,حي السلامة,غرب,سكني,16.0,920,6000,5520000
الرياض,حي النظيم,شرق,تجاري,40.0,1200,2300,2760000
الرياض,حي الملقا,شرق,سكني,60.0,2000,3900,7800000
الرياض,حي الازدهار,غرب,سكني,20.0,299,3511,1049789
الرياض,حي النرجس,جنوب غربي,سكني,20.0,1125,3000,3375000
الرياض,حي الندى,غرب,سكني,15.0,8250,3400,28050000
الخبر,حي اللؤلؤ,شمال غربي,سكني,20.0,880,965,849200
الرياض,حي ضاحية نمار,جنوب شرقي,سكني,20.0,722,969,699618
الرياض,حي العليا,شمال غربي,سكني,15.0,960,3125,3000000
الخبر,حي التحلية,غرب,سكني أو تجاري,20.0,1092,1150,1255800
جدة,حي الشاطئ,غرب,سكني,30.0,2427,4500,10921500
الرياض,حي الملقا,شمال شرقي,سكني,15.0,1089,3800,4138200
الرياض,حي النخيل,4 شوارع,سكني أو تجاري,20.0,3419,3800,12992200
الرياض,حي ضاحية نمار,شرق,سكني,20.0,973,719,699587
جدة,حي الامواج,3 شوارع,سكني,15.0,2250,2000,4500000
ثادق,حي الديرة القديمة,جنوب,سكني,15.0,1350,200,270000
الخبر,حي الحمرا,غرب,سكني,20.0,2061,1250,2576250
الرياض,حي الملقا,شمال,سكني,18.0,600,4100,2460000
الرياض,حي الخليج,غرب,تجاري,40.0,945,2400,2268000
الرياض,حي حطين,شمال غربي,سكني أو تجاري,20.0,1707,4500,7681500
الرياض,حي الملقا,شمال غربي,سكني,15.0,750,3700,2775000
جدة,حي الصوارى,غرب,سكني,15.0,1104,1358,1499232
الرياض,حي الملقا,3 شوارع,تجاري,20.0,6000,3200,19200000
الرياض,حي ظهرة لبن,شمال شرقي,سكني,20.0,5400,1650,8910000
الرياض,حي النظيم,غرب,تجاري,40.0,1200,1700,2040000
الرياض,حي الفلاح,غرب,سكني,20.0,800,3300,2640000
الرياض,حي عرقة,جنوب,سكني,16.0,441,2350,1036350
الرياض,حي الربيع,شمال غربي,سكني,15.0,982,3300,3240600
بريدة,حي عين الذيب,4 شوارع,سكني,20.0,840,625,525000
الرياض,حي الشرق,غرب,سكني أو تجاري,25.0,750,235,176250
جدة,حي الياقوت,شرق,سكني,16.0,525,1714,899850
جدة,حي ابحر الشمالية,غرب,سكني,15.0,611,2291,1399801
الرياض,حي بنبان,شرق,سكني,15.0,1400,1400,1960000
الخبر,حي البحيرة,شرق,تجاري,100.0,875,7428,6499500
الرياض,حي الروضة,جنوب شرقي,سكني أو تجاري,30.0,1575,3492,5499900
الدرعية,حي الخالدية,شمال,سكني,18.0,1050,3200,3360000
الدرعية,حي الخالدية,شمال شرقي,سكني,18.0,1242,3300,4098600
الرياض,حي الريان,شرق,سكني أو تجاري,30.0,750,3500,2625000
الرياض,حي المغرزات,شرق,سكني,15.0,600,3250,1950000
الرياض,حي بدر,جنوب,تجاري,37.0,728,1050,764400
الرياض,حي الملك عبدالله,3 شوارع,سكني أو تجاري,30.0,6500,4500,29250000
الرياض,حي الملقا,غرب,سكني,18.0,820,3900,3198000
الرياض,حي الحمراء,جنوب,سكني,20.0,875,3000,2625000
الرياض,حي الملقا,غرب,سكني,25.0,976,4300,4196800
الرياض,حي الحمراء,شمال,سكني,25.0,1128,3500,3948000
الرياض,حي القادسية,شمال شرقي,تجاري,40.0,5063,3500,17720500
الرياض,حي العريجاء الغربية,4 شوارع,سكني أو تجاري,100.0,5510,4900,26999000
الرياض,حي الياسمين,جنوب,سكني أو تجاري,36.0,750,4100,3075000
الرياض,حي الروضة,جنوب غربي,سكني,30.0,1908,3668,6998544
الرياض,حي حطين,شرق,سكني,28.0,700,3900,2730000
الرياض,حي الرمال,جنوب,سكني أو تجاري,20.0,435,1700,739500
الرياض,حي الفلاح,غرب,تجاري,36.0,1200,4300,5160000
الرياض,حي النسيم الشرقي,غرب,سكني,15.0,1080,1500,1620000
الرياض,حي قرطبة,3 شوارع,سكني,15.0,5850,3000,17550000
الرياض,حي الخليج,جنوب شرقي,سكني,15.0,750,1830,1372500
الرياض,حي الرمال,4 شوارع,سكني أو تجاري,30.0,13095,1300,17023500
الرياض,حي الملقا,غرب,سكني,18.0,443,4000,1772000
الرياض,حي القادسية,شرق,سكني,20.0,601,2000,1202000
الرياض,حي الياسمين,شمال غربي,سكني,15.0,840,3800,3192000
الرياض,حي الرمال,شمال,سكني,15.0,770,1300,1001000
الدرعية,حي الخالدية,جنوب,سكني,20.0,500,3550,1775000
جدة,حي الشاطئ,غرب,سكني,15.0,600,5500,3300000
الرياض,حي حطين,شمال,سكني,20.0,1200,3500,4200000
الرياض,حي المونسية,شمال شرقي,تجاري,30.0,900,2600,2340000
الدرعية,حي الخالدية,4 شوارع,سكني,28.0,14250,3000,42750000
الرياض,حي الملقا,3 شوارع,سكني,25.0,6400,4500,28800000
الرياض,حي العقيق,جنوب شرقي,سكني,15.0,400,3700,1480000
الرياض,حي الملقا,شرق,سكني,25.0,875,4500,3937500
الرياض,حي الملقا,شمال,سكني,25.0,825,4500,3712500
الرياض,حي الملقا,شمال غربي,سكني,25.0,832,4810,4001920
الرياض,حي الرفيعة,شرق,سكني,15.0,442,2300,1016600
جدة,حي الزمرد,جنوب,سكني,35.0,750,1533,1149750
الرياض,حي عرقة,شمال,سكني,15.0,2300,3400,7820000
الرياض,حي عرقة,شمال,سكني,15.0,2300,3600,8280000
المدينة المنورة,حي الغابة,شرق,سكني,15.0,1100,454,499400
الرياض,حي ظهرة البديعة,شرق,سكني,12.0,437,1145,500365
الرياض,حي المونسية,غرب,سكني,15.0,288,2450,705600
الرياض,حي الملقا,3 شوارع,سكني,25.0,10850,3900,42315000
الرياض,حي عريض,غرب,سكني,15.0,500,660,330000
الرياض,حي قرطبة,شمال,سكني,36.0,800,3750,3000000
الرياض,حي الملقا,شمال شرقي,سكني,15.0,739,4000,2956000
الهفوف,حي الملك فهد,غرب,سكني,30.0,900,450,405000
الرياض,حي الملقا,جنوب,سكني,15.0,900,3200,2880000
الرياض,حي الصحافة,جنوب غربي,سكني,15.0,676,3350,2264600
المدينة المنورة,حي السكب,جنوب,سكني,25.0,960,677,649920
الرياض,حي ظهرة البديعة,جنوب,سكني,20.0,750,1750,1312500
الرياض,حي النرجس,غرب,سكني,15.0,780,3000,2340000
الرياض,حي الصحافة,شمال شرقي,سكني,15.0,1309,3055,3998995
الرياض,حي الصحافة,جنوب غربي,سكني,14.0,676,3400,2298400
الرياض,حي الخزامى,شمال غربي,سكني أو تجاري,30.0,1059,4000,4236000
الرياض,حي النرجس,جنوب,سكني,15.0,690,3100,2139000
الرياض,حي طويق,شرق,تجاري,40.0,900,1000,900000
الرياض,حي الملقا,شرق,سكني أو تجاري,20.0,726,4200,3049200
الخبر,حي الشراع,جنوب شرقي,سكني,20.0,1225,1000,1225000
الرياض,حي الربيع,3 شوارع,سكني,20.0,1140,3700,4218000
المزاحمية,حي العليا,3 شوارع,سكني أو تجاري,100.0,12047,1000,12047000
بيش,حي بيش,شمال,سكني أو تجاري,25.0,49549,180,8918820
جازان,حي السويس,غرب,سكني,1.0,625,560,350000
الرياض,حي بنبان,جنوب,سكني,15.0,760,724,550240
جدة,حي الزهراء,جنوب,سكني,30.0,600,83333,49999800
الرياض,حي العارض,شمال شرقي,سكني,20.0,1020,2300,2346000
الرياض,حي الصحافة,جنوب,تجاري,46.0,1845,6300,11623500
بريدة,حي الرحاب,جنوب,سكني,15.0,344,480,165120
الخبر,حي التعاون,شرق,سكني,20.0,2500,712,1780000
جدة,حي المحمدية,غرب,سكني,15.0,750,6533,4899750
المدينة المنورة,حي الجماوات,شمال غربي,سكني أو تجاري,20.0,569,2100,1194900
الخبر,حي البحيرة,غرب,سكني أو تجاري,40.0,2500,600,1500000
الرياض,حي السلي,4 شوارع,تجاري,100.0,321574,450,144708300
الخبر,حي التحلية,غرب,تجاري,100.0,910,5494,4999540
الرياض,حي الملقا,3 شوارع,تجاري,60.0,8000,9500,76000000
الرياض,حي العقيق,جنوب غربي,تجاري,80.0,5100,10000,51000000
جدة,حي الزمرد,جنوب,سكني,16.0,750,490,367500
ابها,حي العرين,شمال,سكني,15.0,842,629,529618
ثادق,حي الديرة القديمة,شمال,سكني أو تجاري,20.0,600,200,120000
الرياض,حي الرمال,4 شوارع,تجاري,60.0,4831,1250,6038750
الرياض,حي ضاحية نمار,جنوب شرقي,سكني,20.0,352,965,339680
الرياض,حي العقيق,جنوب,تجاري,60.0,1800,8000,14400000
الرياض,حي المرسلات,شرق,سكني,15.0,375,2800,1050000
الهفوف,حي جنوب منسوبي التعليم,جنوب,سكني,15.0,460,717,329820
الرياض,حي النرجس,شمال,سكني,15.0,917,3100,2842700
جدة,حي الفردوس,غرب,سكني,20.0,415,1687,700105
الرياض,حي ظهرة لبن,شرق,تجاري,30.0,900,2000,1800000
الخبر,حي التحلية,شرق,سكني,30.0,875,1257,1099875
الرياض,حي عرقة,شرق,سكني أو تجاري,30.0,1125,3550,3993750
الرياض,حي الجزيرة,شمال غربي,سكني,18.0,973,3000,2919000
الرياض,حي المهدية,غرب,سكني,20.0,900,1300,1170000
الرياض,حي النرجس,4 شوارع,سكني,20.0,5820,3000,17460000
الرياض,حي ظهرة لبن,شمال شرقي,سكني أو تجاري,30.0,900,1666,1499400
الدرعية,حي الدرعية الجديدة,جنوب,سكني,20.0,10000,200,2000000
الرياض,حي المهدية,جنوب,سكني,15.0,333,1700,566100
الرياض,حي الروابي,4 شوارع,سكني,20.0,687,2620,1799940
الدمام,حي الصدفة,شرق,سكني,40.0,17928,1600,28684800
الرياض,حي المونسية,شمال شرقي,تجاري,30.0,625,2400,1500000
المدينة المنورة,حي ابو كبير,شمال,سكني أو تجاري,5.0,355,1690,599950
جدة,حي الشراع,شرق,سكني,15.0,400,2500,1000000
